# Measured transfer FRF for the exponentially tapered rod - accelerance in m/(s^2 N)
# frequency(Hz) real(accelerance) imag(accelerance)
1.25940e+03 8.90382e-01 5.68060e-03
1.26020e+03 8.77775e-01 -2.53158e-02
1.26090e+03 8.60050e-01 7.56149e-04
1.26170e+03 8.92877e-01 1.85425e-02
1.26250e+03 9.07765e-01 2.96005e-03
1.26330e+03 8.47420e-01 -1.84079e-02
1.26410e+03 8.55110e-01 -1.63647e-04
1.26480e+03 8.51003e-01 -2.08962e-02
1.26560e+03 8.89096e-01 -2.53233e-03
1.26640e+03 8.55555e-01 5.01192e-03
1.26720e+03 8.55130e-01 4.07108e-03
1.26800e+03 8.81197e-01 1.34702e-02
1.26880e+03 8.66503e-01 1.93929e-02
1.26950e+03 8.80531e-01 -2.25531e-02
1.27030e+03 8.71081e-01 -1.24711e-02
1.27110e+03 8.61935e-01 -1.92680e-02
1.27190e+03 8.59819e-01 -4.38394e-03
1.27270e+03 8.50741e-01 -2.05762e-02
1.27340e+03 8.62766e-01 2.56802e-03
1.27420e+03 8.73156e-01 -7.70024e-03
1.27500e+03 8.61381e-01 -1.08972e-02
1.27580e+03 8.53842e-01 -3.00257e-02
1.27660e+03 8.91099e-01 -9.81931e-04
1.27730e+03 8.73114e-01 -3.16296e-03
1.27810e+03 8.73132e-01 -4.74446e-02
1.27890e+03 8.86000e-01 -8.44200e-03
1.27970e+03 8.62233e-01 -2.06434e-02
1.28050e+03 8.74038e-01 -2.87413e-02
1.28130e+03 8.77829e-01 -6.09204e-03
1.28200e+03 8.82408e-01 -1.69256e-03
1.28280e+03 8.91860e-01 -8.43058e-03
1.28360e+03 8.74287e-01 -1.05304e-02
1.28440e+03 8.63322e-01 -3.34582e-02
1.28520e+03 8.82919e-01 -1.97587e-02
1.28590e+03 8.92895e-01 -1.86723e-02
1.28670e+03 8.68496e-01 -1.63318e-02
1.28750e+03 8.71400e-01 2.43480e-02
1.28830e+03 8.64048e-01 6.21206e-03
1.28910e+03 8.84344e-01 -5.26454e-03
1.28980e+03 8.80468e-01 7.50484e-03
1.29060e+03 8.89979e-01 1.45422e-03
1.29140e+03 8.76645e-01 -6.55556e-03
1.29220e+03 8.83620e-01 2.56515e-04
1.29300e+03 9.06551e-01 -9.40670e-03
1.29380e+03 8.81396e-01 -2.53432e-02
1.29450e+03 9.03617e-01 -1.36381e-02
1.29530e+03 9.03909e-01 -1.12924e-02
1.29610e+03 9.10652e-01 -1.58457e-02
1.29690e+03 8.93379e-01 9.58767e-03
1.29770e+03 8.86238e-01 9.63339e-03
1.29840e+03 9.02369e-01 -3.23819e-02
1.29920e+03 9.16031e-01 -1.20537e-02
1.30000e+03 9.08936e-01 -8.93009e-03
1.30080e+03 9.30372e-01 -1.76561e-02
1.30160e+03 9.03085e-01 -3.49329e-02
1.30230e+03 9.36005e-01 -2.14060e-02
1.30310e+03 9.38809e-01 -2.16997e-02
1.30390e+03 9.16900e-01 -2.00757e-02
1.30470e+03 9.20456e-01 -8.99170e-03
1.30550e+03 9.32833e-01 -3.66064e-03
1.30630e+03 9.13818e-01 -2.67783e-02
1.30700e+03 9.24625e-01 -1.25647e-02
1.30780e+03 9.07725e-01 -2.02156e-02
1.30860e+03 9.52772e-01 -1.84239e-02
1.30940e+03 9.33937e-01 1.51588e-02
1.31020e+03 9.56603e-01 -1.42809e-02
1.31090e+03 9.30484e-01 -2.42502e-02
1.31170e+03 9.41846e-01 -1.64811e-02
1.31250e+03 9.48607e-01 -1.39563e-02
1.31330e+03 9.44941e-01 -2.91347e-02
1.31410e+03 9.48309e-01 -3.01978e-02
1.31480e+03 9.60092e-01 -2.18244e-02
1.31560e+03 9.52453e-01 -7.17099e-03
1.31640e+03 9.66902e-01 -2.63190e-02
1.31720e+03 9.55437e-01 -2.20072e-02
1.31800e+03 9.46611e-01 -3.42392e-02
1.31880e+03 9.89495e-01 -1.63459e-02
1.31950e+03 9.90172e-01 -3.58338e-02
1.32030e+03 9.96839e-01 -7.89247e-03
1.32110e+03 9.64846e-01 2.62414e-03
1.32190e+03 9.63953e-01 -2.35299e-02
1.32270e+03 9.79208e-01 -3.13511e-02
1.32340e+03 9.92240e-01 -3.02221e-02
1.32420e+03 9.76957e-01 -2.55143e-02
1.32500e+03 9.90039e-01 -4.54059e-02
1.32580e+03 9.77464e-01 -1.68723e-02
1.32660e+03 9.82099e-01 -1.18218e-02
1.32730e+03 9.77871e-01 -1.65134e-02
1.32810e+03 9.83538e-01 -2.04098e-02
1.32890e+03 9.77250e-01 -3.53713e-02
1.32970e+03 9.86362e-01 -3.07168e-02
1.33050e+03 1.01036e+00 -3.29435e-02
1.33130e+03 9.93676e-01 -4.85137e-02
1.33200e+03 9.79525e-01 -4.14225e-02
1.33280e+03 1.01369e+00 -2.52077e-02
1.33360e+03 1.02069e+00 -4.07292e-02
1.33440e+03 9.94008e-01 -3.62836e-02
1.33520e+03 1.01149e+00 -2.50241e-02
1.33590e+03 1.01333e+00 -4.66175e-02
1.33670e+03 1.00468e+00 -3.24544e-02
1.33750e+03 1.00170e+00 -3.75114e-02
1.33830e+03 1.01849e+00 -4.53108e-02
1.33910e+03 1.02191e+00 -4.01653e-02
1.33980e+03 1.01367e+00 -2.93698e-02
1.34060e+03 1.03736e+00 -2.67420e-02
1.34140e+03 1.03688e+00 -3.57938e-02
1.34220e+03 1.03783e+00 -4.25018e-02
1.34300e+03 1.02433e+00 -3.69788e-02
1.34380e+03 1.04602e+00 -7.63686e-02
1.34450e+03 1.03181e+00 -4.51996e-02
1.34530e+03 1.05571e+00 -5.02309e-02
1.34610e+03 1.04163e+00 -3.13461e-02
1.34690e+03 1.05808e+00 -5.66851e-02
1.34770e+03 1.03372e+00 -3.16064e-02
1.34840e+03 1.06941e+00 -6.52730e-02
1.34920e+03 1.07041e+00 -5.64259e-02
1.35000e+03 1.09585e+00 -5.43783e-02
1.35080e+03 1.06284e+00 -3.74050e-02
1.35160e+03 1.08678e+00 -3.36104e-02
1.35230e+03 1.09344e+00 -6.02256e-02
1.35310e+03 1.06874e+00 -5.77724e-02
1.35390e+03 1.08028e+00 -5.33846e-02
1.35470e+03 1.09707e+00 -5.40951e-02
1.35550e+03 1.06789e+00 -7.32341e-02
1.35630e+03 1.08114e+00 -7.14681e-02
1.35700e+03 1.09550e+00 -6.94682e-02
1.35780e+03 1.10024e+00 -6.22604e-02
1.35860e+03 1.11874e+00 -7.72233e-02
1.35940e+03 1.11059e+00 -8.31549e-02
1.36020e+03 1.13614e+00 -5.55488e-02
1.36090e+03 1.12616e+00 -8.54731e-02
1.36170e+03 1.11848e+00 -5.44228e-02
1.36250e+03 1.12392e+00 -6.50822e-02
1.36330e+03 1.12842e+00 -7.77790e-02
1.36410e+03 1.13316e+00 -3.49993e-02
1.36480e+03 1.15631e+00 -4.28828e-02
1.36560e+03 1.14987e+00 -6.66876e-02
1.36640e+03 1.13821e+00 -8.25008e-02
1.36720e+03 1.14330e+00 -6.04842e-02
1.36800e+03 1.15636e+00 -6.52741e-02
1.36880e+03 1.14524e+00 -7.04369e-02
1.36950e+03 1.13819e+00 -9.68387e-02
1.37030e+03 1.15241e+00 -8.57725e-02
1.37110e+03 1.16429e+00 -7.34343e-02
1.37190e+03 1.18956e+00 -6.96190e-02
1.37270e+03 1.16338e+00 -6.85613e-02
1.37340e+03 1.19615e+00 -7.97122e-02
1.37420e+03 1.18983e+00 -6.49699e-02
1.37500e+03 1.18528e+00 -8.32074e-02
1.37580e+03 1.16537e+00 -9.58168e-02
1.37660e+03 1.19643e+00 -1.02301e-01
1.37730e+03 1.21845e+00 -7.06482e-02
1.37810e+03 1.18336e+00 -9.53815e-02
1.37890e+03 1.19972e+00 -1.01372e-01
1.37970e+03 1.21117e+00 -1.15910e-01
1.38050e+03 1.19733e+00 -1.02443e-01
1.38130e+03 1.24586e+00 -1.23807e-01
1.38200e+03 1.20943e+00 -8.62094e-02
1.38280e+03 1.22709e+00 -1.09925e-01
1.38360e+03 1.22982e+00 -1.29273e-01
1.38440e+03 1.24012e+00 -1.10132e-01
1.38520e+03 1.25655e+00 -1.47669e-01
1.38590e+03 1.23686e+00 -1.53125e-01
1.38670e+03 1.26361e+00 -1.27279e-01
1.38750e+03 1.27107e+00 -1.30991e-01
1.38830e+03 1.22414e+00 -1.40707e-01
1.38910e+03 1.27731e+00 -1.22844e-01
1.38980e+03 1.27149e+00 -1.47346e-01
1.39060e+03 1.27839e+00 -1.33139e-01
1.39140e+03 1.25756e+00 -1.45040e-01
1.39220e+03 1.27997e+00 -1.40845e-01
1.39300e+03 1.30436e+00 -1.28726e-01
1.39380e+03 1.31174e+00 -1.51019e-01
1.39450e+03 1.31619e+00 -1.58517e-01
1.39530e+03 1.28424e+00 -1.87099e-01
1.39610e+03 1.32726e+00 -1.47216e-01
1.39690e+03 1.28259e+00 -1.64547e-01
1.39770e+03 1.32522e+00 -2.05748e-01
1.39840e+03 1.28778e+00 -1.53497e-01
1.39920e+03 1.31096e+00 -1.72789e-01
1.40000e+03 1.29950e+00 -1.63108e-01
1.40080e+03 1.33261e+00 -1.73076e-01
1.40160e+03 1.36156e+00 -1.72138e-01
1.40230e+03 1.34028e+00 -1.98506e-01
1.40310e+03 1.35409e+00 -1.67411e-01
1.40390e+03 1.32476e+00 -2.14433e-01
1.40470e+03 1.37541e+00 -2.09700e-01
1.40550e+03 1.36341e+00 -1.70242e-01
1.40630e+03 1.33529e+00 -2.30835e-01
1.40700e+03 1.38721e+00 -1.96076e-01
1.40780e+03 1.38264e+00 -1.93375e-01
1.40860e+03 1.39189e+00 -2.13073e-01
1.40940e+03 1.41308e+00 -1.66002e-01
1.41020e+03 1.41654e+00 -2.36826e-01
1.41090e+03 1.42173e+00 -2.29262e-01
1.41170e+03 1.43108e+00 -2.47350e-01
1.41250e+03 1.44268e+00 -2.83121e-01
1.41330e+03 1.40365e+00 -2.88537e-01
1.41410e+03 1.39991e+00 -2.46785e-01
1.41480e+03 1.43227e+00 -2.84765e-01
1.41560e+03 1.44576e+00 -2.85088e-01
1.41640e+03 1.44243e+00 -3.31817e-01
1.41720e+03 1.47402e+00 -2.68645e-01
1.41800e+03 1.46503e+00 -2.87614e-01
1.41880e+03 1.47966e+00 -2.89439e-01
1.41950e+03 1.48861e+00 -2.72782e-01
1.42030e+03 1.51048e+00 -3.21421e-01
1.42110e+03 1.48378e+00 -3.09923e-01
1.42190e+03 1.49267e+00 -3.19128e-01
1.42270e+03 1.52423e+00 -3.67456e-01
1.42340e+03 1.52760e+00 -3.58043e-01
1.42420e+03 1.54322e+00 -3.88605e-01
1.42500e+03 1.54637e+00 -4.28352e-01
1.42580e+03 1.55031e+00 -3.64565e-01
1.42660e+03 1.56302e+00 -3.92719e-01
1.42730e+03 1.61331e+00 -3.81044e-01
1.42810e+03 1.62678e+00 -4.47478e-01
1.42890e+03 1.51650e+00 -4.35164e-01
1.42970e+03 1.57130e+00 -4.87541e-01
1.43050e+03 1.61021e+00 -5.00167e-01
1.43130e+03 1.57136e+00 -4.72269e-01
1.43200e+03 1.63939e+00 -5.09043e-01
1.43280e+03 1.64128e+00 -5.47222e-01
1.43360e+03 1.62257e+00 -5.26985e-01
1.43440e+03 1.56915e+00 -5.72146e-01
1.43520e+03 1.67120e+00 -5.86720e-01
1.43590e+03 1.63383e+00 -5.65731e-01
1.43670e+03 1.67928e+00 -6.55837e-01
1.43750e+03 1.60330e+00 -6.23038e-01
1.43830e+03 1.64935e+00 -5.96795e-01
1.43910e+03 1.66224e+00 -6.35844e-01
1.43980e+03 1.71521e+00 -7.76285e-01
1.44060e+03 1.71771e+00 -7.63875e-01
1.44140e+03 1.81706e+00 -8.02292e-01
1.44220e+03 1.77738e+00 -9.43539e-01
1.44300e+03 1.61222e+00 -8.10970e-01
1.44380e+03 1.65485e+00 -8.50914e-01
1.44450e+03 1.68084e+00 -9.59243e-01
1.44530e+03 1.79610e+00 -8.89521e-01
1.44610e+03 1.69334e+00 -9.77452e-01
1.44690e+03 1.71840e+00 -1.00459e+00
1.44770e+03 1.67079e+00 -1.07510e+00
1.44840e+03 1.61353e+00 -1.14291e+00
1.44920e+03 1.66841e+00 -1.12434e+00
1.45000e+03 1.58388e+00 -1.29547e+00
1.45080e+03 1.51313e+00 -1.28200e+00
1.45160e+03 1.52284e+00 -1.26982e+00
1.45230e+03 1.47595e+00 -1.30146e+00
1.45310e+03 1.39346e+00 -1.34372e+00
1.45390e+03 1.49432e+00 -1.38550e+00
1.45470e+03 1.29699e+00 -1.44177e+00
1.45550e+03 1.22553e+00 -1.42829e+00
1.45630e+03 1.32825e+00 -1.56595e+00
1.45700e+03 1.06550e+00 -1.54320e+00
1.45780e+03 1.04531e+00 -1.50171e+00
1.45860e+03 9.74973e-01 -1.64997e+00
1.45940e+03 1.14542e+00 -1.66361e+00
1.46020e+03 8.19107e-01 -1.48977e+00
1.46090e+03 7.15648e-01 -1.59567e+00
1.46170e+03 7.42074e-01 -1.47673e+00
1.46250e+03 5.17214e-01 -1.54007e+00
1.46330e+03 5.15635e-01 -1.35287e+00
1.46410e+03 5.00675e-01 -1.31341e+00
1.46480e+03 4.41314e-01 -1.21706e+00
1.46560e+03 2.47247e-01 -1.27209e+00
1.46640e+03 1.80001e-01 -1.27657e+00
1.46720e+03 1.60106e-01 -1.18261e+00
1.46800e+03 2.39192e-01 -1.01972e+00
1.46880e+03 1.02156e-01 -9.30077e-01
1.46950e+03 1.73911e-01 -8.51910e-01
1.47030e+03 4.73696e-02 -9.26450e-01
1.47110e+03 1.24285e-01 -8.87369e-01
1.47190e+03 1.73693e-01 -7.47762e-01
1.47270e+03 2.13999e-01 -7.10366e-01
1.47340e+03 8.75415e-02 -6.34701e-01
1.47420e+03 6.23772e-02 -5.56193e-01
1.47500e+03 1.28481e-01 -5.02804e-01
1.47580e+03 2.40467e-01 -6.08499e-01
1.47660e+03 2.48176e-01 -4.72284e-01
1.47730e+03 2.54964e-01 -5.25382e-01
1.47810e+03 1.67055e-01 -2.39968e-01
1.47890e+03 1.53076e-01 -4.24163e-01
1.47970e+03 3.19241e-01 -3.11350e-01
1.48050e+03 3.16835e-01 -2.72454e-01
1.48130e+03 2.92457e-01 -2.51677e-01
1.48200e+03 2.80751e-01 -2.61073e-01
1.48280e+03 3.35719e-01 -3.08148e-01
1.48360e+03 3.15921e-01 -2.07206e-01
1.48440e+03 4.35679e-01 -1.63024e-01
1.48520e+03 4.67805e-01 -2.83279e-01
1.48590e+03 4.38855e-01 -1.55381e-01
1.48670e+03 4.06061e-01 -1.18825e-01
1.48750e+03 3.88849e-01 -1.83941e-01
1.48830e+03 5.02416e-01 -2.20633e-02
1.48910e+03 4.66808e-01 -1.16847e-01
1.48980e+03 4.98912e-01 -8.57664e-02
1.49060e+03 5.61828e-01 -4.13794e-02
1.49140e+03 4.22647e-01 -1.16504e-01
1.49220e+03 4.92370e-01 -1.17452e-02
1.49300e+03 5.67571e-01 1.21099e-02
1.49380e+03 5.70073e-01 3.10876e-02
1.49450e+03 5.49302e-01 2.26903e-02
1.49530e+03 5.93727e-01 -3.43536e-02
1.49610e+03 6.69396e-01 -5.38724e-02
1.49690e+03 6.19716e-01 1.42549e-02
1.49770e+03 6.21294e-01 -1.60011e-02
1.49840e+03 5.50274e-01 2.74944e-02
1.49920e+03 6.10813e-01 9.90976e-02
1.50000e+03 6.66018e-01 9.38682e-02
1.50080e+03 6.79591e-01 6.22951e-03
1.50160e+03 7.65049e-01 5.64693e-03
1.50230e+03 7.12025e-01 9.88978e-02
1.50310e+03 7.15858e-01 1.56894e-01
1.50390e+03 6.91406e-01 1.27371e-01
1.50470e+03 7.20468e-01 8.90495e-02
1.50550e+03 7.84636e-01 3.72537e-02
1.50630e+03 7.86919e-01 9.06251e-02
1.50700e+03 7.81281e-01 1.36468e-01
1.50780e+03 7.87692e-01 1.01695e-01
1.50860e+03 7.35910e-01 9.06322e-02
1.50940e+03 8.74164e-01 8.64643e-02
1.51020e+03 8.30332e-01 1.29304e-01
1.51090e+03 8.26507e-01 2.14072e-01
1.51170e+03 8.76304e-01 2.05293e-01
1.51250e+03 8.67127e-01 9.95265e-02
1.51330e+03 8.48979e-01 1.73421e-01
1.51410e+03 8.76093e-01 1.68978e-01
1.51480e+03 8.24317e-01 1.76207e-01
1.51560e+03 8.70930e-01 1.85281e-01
1.51640e+03 9.99228e-01 1.62156e-01
1.51720e+03 9.52248e-01 1.58445e-01
1.51800e+03 8.18534e-01 1.60649e-01
1.51880e+03 8.90883e-01 2.35132e-01
1.51950e+03 8.42531e-01 2.22166e-01
1.52030e+03 1.01091e+00 1.81090e-01
1.52110e+03 9.22719e-01 2.36760e-01
1.52190e+03 9.58448e-01 2.77240e-01
1.52270e+03 1.01063e+00 2.34140e-01
1.52340e+03 1.00636e+00 2.67077e-01
1.52420e+03 1.02270e+00 1.96478e-01
1.52500e+03 1.01535e+00 2.50090e-01
1.52580e+03 9.14258e-01 2.79988e-01
1.52660e+03 1.05431e+00 2.55377e-01
1.52730e+03 1.00744e+00 2.42851e-01
1.52810e+03 1.09429e+00 2.69128e-01
1.52890e+03 1.01950e+00 3.51202e-01
1.52970e+03 1.09818e+00 3.25129e-01
1.53050e+03 1.06507e+00 3.51908e-01
1.53130e+03 1.12948e+00 3.57794e-01
1.53200e+03 1.09796e+00 3.34569e-01
1.53280e+03 1.13895e+00 3.31456e-01
1.53360e+03 1.18338e+00 3.66385e-01
1.53440e+03 1.10275e+00 4.23285e-01
1.53520e+03 1.21566e+00 3.56291e-01
1.53590e+03 1.15735e+00 3.13294e-01
1.53670e+03 1.15495e+00 3.21622e-01
1.53750e+03 1.22260e+00 3.84032e-01
1.53830e+03 1.12351e+00 3.83307e-01
1.53910e+03 1.24256e+00 3.55806e-01
1.53980e+03 1.28546e+00 3.59174e-01
1.54060e+03 1.23979e+00 3.02251e-01
1.54140e+03 1.25840e+00 4.03787e-01
1.54220e+03 1.21997e+00 3.56167e-01
1.54300e+03 1.33651e+00 3.50876e-01
1.54380e+03 1.33313e+00 3.92817e-01
1.54450e+03 1.25118e+00 3.64165e-01
1.54530e+03 1.25911e+00 4.34898e-01
1.54610e+03 1.36756e+00 4.06155e-01
1.54690e+03 1.32392e+00 4.04713e-01
1.54770e+03 1.34931e+00 3.98069e-01
1.54840e+03 1.40162e+00 3.34999e-01
1.54920e+03 1.35662e+00 3.82812e-01
1.55000e+03 1.42214e+00 3.04646e-01
1.55080e+03 1.41575e+00 3.65636e-01
1.55160e+03 1.42347e+00 3.09846e-01
1.55230e+03 1.39504e+00 3.61822e-01
1.55310e+03 1.44215e+00 4.37308e-01
1.55390e+03 1.46492e+00 5.26623e-01
1.55470e+03 1.38339e+00 4.40405e-01
1.55550e+03 1.40171e+00 4.13743e-01
1.55630e+03 1.41542e+00 5.27432e-01
1.55700e+03 1.41736e+00 4.22883e-01
1.55780e+03 1.53475e+00 4.95326e-01
1.55860e+03 1.49273e+00 4.58310e-01
1.55940e+03 1.50571e+00 5.66349e-01
1.56020e+03 1.52020e+00 4.83697e-01
1.56090e+03 1.49290e+00 5.07497e-01
1.56170e+03 1.54495e+00 5.31455e-01
1.56250e+03 1.54488e+00 4.47192e-01
1.56330e+03 1.56038e+00 4.63983e-01
1.56410e+03 1.59360e+00 5.98836e-01
1.56480e+03 1.63514e+00 6.10247e-01
1.56560e+03 1.60638e+00 5.16926e-01
1.56640e+03 1.69631e+00 5.79917e-01
1.56720e+03 1.61577e+00 5.93143e-01
1.56800e+03 1.60989e+00 6.25405e-01
1.56880e+03 1.62618e+00 5.74870e-01
1.56950e+03 1.71907e+00 7.21644e-01
1.57030e+03 1.72463e+00 7.68723e-01
1.57110e+03 1.79041e+00 6.30256e-01
1.57190e+03 1.72774e+00 6.61660e-01
1.57270e+03 1.82209e+00 6.53694e-01
1.57340e+03 1.76206e+00 7.11527e-01
1.57420e+03 1.72921e+00 7.30054e-01
1.57500e+03 1.94678e+00 7.40330e-01
1.57580e+03 1.83671e+00 6.98362e-01
1.57660e+03 1.89422e+00 6.77109e-01
1.57730e+03 1.88445e+00 6.57306e-01
1.57810e+03 1.92623e+00 7.22566e-01
1.57890e+03 1.97121e+00 6.46766e-01
1.57970e+03 1.93830e+00 7.60899e-01
1.58050e+03 1.99533e+00 7.73739e-01
1.58130e+03 1.93184e+00 7.82752e-01
1.58200e+03 2.04388e+00 8.11541e-01
1.58280e+03 2.14918e+00 7.53980e-01
1.58360e+03 2.09448e+00 8.46309e-01
1.58440e+03 2.15231e+00 7.98044e-01
1.58520e+03 2.19244e+00 7.72338e-01
1.58590e+03 2.20365e+00 8.16337e-01
1.58670e+03 2.25119e+00 7.91267e-01
1.58750e+03 2.32116e+00 6.53147e-01
1.58830e+03 2.34843e+00 7.19242e-01
1.58910e+03 2.27083e+00 7.14552e-01
1.58980e+03 2.34949e+00 7.80068e-01
1.59060e+03 2.41469e+00 7.84069e-01
1.59140e+03 2.41531e+00 6.73684e-01
1.59220e+03 2.46361e+00 7.52591e-01
1.59300e+03 2.54330e+00 7.11682e-01
1.59380e+03 2.52393e+00 6.81055e-01
1.59450e+03 2.53779e+00 6.34060e-01
1.59530e+03 2.58354e+00 6.42376e-01
1.59610e+03 2.68063e+00 6.30564e-01
1.59690e+03 2.67470e+00 6.11900e-01
1.59770e+03 2.62528e+00 5.68373e-01
1.59840e+03 2.65848e+00 5.98871e-01
1.59920e+03 2.69964e+00 5.54501e-01
1.60000e+03 2.73308e+00 4.93088e-01
1.60080e+03 2.83783e+00 5.82007e-01
1.60160e+03 2.74779e+00 6.16519e-01
1.60230e+03 2.83948e+00 5.59091e-01
1.60310e+03 2.80042e+00 5.57647e-01
1.60390e+03 2.92134e+00 4.94537e-01
1.60470e+03 2.87196e+00 4.41549e-01
1.60550e+03 2.87418e+00 4.47473e-01
1.60630e+03 2.86576e+00 3.77356e-01
1.60700e+03 2.93782e+00 4.16503e-01
1.60780e+03 2.91275e+00 3.66375e-01
1.60860e+03 3.00910e+00 4.25965e-01
1.60940e+03 2.96228e+00 3.34472e-01
1.61020e+03 3.01847e+00 3.40342e-01
1.61090e+03 2.94638e+00 3.39751e-01
1.61170e+03 3.02334e+00 2.54121e-01
1.61250e+03 3.09417e+00 2.91761e-01
1.61330e+03 2.96338e+00 2.92744e-01
1.61410e+03 3.03602e+00 2.99953e-01
1.61480e+03 3.06979e+00 3.14936e-01
1.61560e+03 3.10870e+00 2.18881e-01
1.61640e+03 3.08376e+00 1.81626e-01
1.61720e+03 3.11472e+00 1.53425e-01
1.61800e+03 3.07316e+00 1.87989e-01
1.61880e+03 3.10637e+00 1.43912e-01
1.61950e+03 3.12857e+00 1.79171e-01
1.62030e+03 3.15316e+00 1.01841e-01
1.62110e+03 3.08926e+00 1.15081e-01
1.62190e+03 3.14128e+00 1.28424e-01
1.62270e+03 3.16992e+00 8.63791e-02
1.62340e+03 3.16706e+00 7.72021e-02
1.62420e+03 3.18552e+00 7.88317e-02
1.62500e+03 3.14570e+00 1.56745e-01
1.62580e+03 3.20695e+00 7.79730e-02
1.62660e+03 3.17735e+00 5.37728e-02
1.62730e+03 3.17483e+00 4.86421e-02
1.62810e+03 3.23413e+00 6.09578e-02
1.62890e+03 3.22666e+00 1.65086e-02
1.62970e+03 3.28510e+00 5.71513e-02
1.63050e+03 3.23338e+00 3.78830e-02
1.63130e+03 3.23372e+00 2.25371e-02
1.63200e+03 3.32330e+00 4.45262e-03
1.63280e+03 3.25428e+00 4.57185e-02
1.63360e+03 3.33887e+00 -1.47866e-02
1.63440e+03 3.26295e+00 -1.89039e-02
1.63520e+03 3.35515e+00 -1.76099e-02
1.63590e+03 3.33602e+00 -5.06178e-02
1.63670e+03 3.30023e+00 -7.58493e-02
1.63750e+03 3.35272e+00 -2.26976e-02
1.63830e+03 3.37543e+00 -4.98359e-02
1.63910e+03 3.35695e+00 -5.48989e-02
1.63980e+03 3.40701e+00 -4.44694e-02
1.64060e+03 3.38259e+00 -6.90716e-02
1.64140e+03 3.39623e+00 -1.12730e-01
1.64220e+03 3.40643e+00 -1.06807e-01
1.64300e+03 3.38574e+00 -1.26558e-01
1.64380e+03 3.42002e+00 -1.27678e-01
1.64450e+03 3.45454e+00 -7.22659e-02
1.64530e+03 3.46593e+00 -1.63873e-01
1.64610e+03 3.45936e+00 -1.56454e-01
1.64690e+03 3.48933e+00 -1.55588e-01
1.64770e+03 3.50742e+00 -1.75297e-01
1.64840e+03 3.52185e+00 -1.46698e-01
1.64920e+03 3.55314e+00 -1.63411e-01
1.65000e+03 3.55804e+00 -1.61389e-01
1.65080e+03 3.55630e+00 -1.68743e-01
1.65160e+03 3.57380e+00 -1.41521e-01
1.65230e+03 3.62887e+00 -1.64520e-01
1.65310e+03 3.61189e+00 -2.26672e-01
1.65390e+03 3.60517e+00 -2.05076e-01
1.65470e+03 3.61372e+00 -2.37204e-01
1.65550e+03 3.62827e+00 -1.87197e-01
1.65630e+03 3.65887e+00 -2.30062e-01
1.65700e+03 3.66134e+00 -2.33810e-01
1.65780e+03 3.67102e+00 -2.42207e-01
1.65860e+03 3.71919e+00 -2.09713e-01
1.65940e+03 3.71970e+00 -2.29989e-01
1.66020e+03 3.68840e+00 -2.20746e-01
1.66090e+03 3.76322e+00 -2.58735e-01
1.66170e+03 3.78083e+00 -2.32961e-01
1.66250e+03 3.78240e+00 -3.00239e-01
1.66330e+03 3.80202e+00 -2.71492e-01
1.66410e+03 3.79851e+00 -2.40267e-01
1.66480e+03 3.84181e+00 -3.13695e-01
1.66560e+03 3.83468e+00 -2.57267e-01
1.66640e+03 3.84508e+00 -2.85995e-01
1.66720e+03 3.91332e+00 -2.99987e-01
1.66800e+03 3.92419e+00 -2.81875e-01
1.66880e+03 3.92352e+00 -2.99054e-01
1.66950e+03 3.92917e+00 -3.43952e-01
1.67030e+03 3.93164e+00 -3.10704e-01
1.67110e+03 3.96588e+00 -3.63436e-01
1.67190e+03 4.01431e+00 -3.61969e-01
1.67270e+03 4.00971e+00 -3.58401e-01
1.67340e+03 4.02363e+00 -3.66618e-01
1.67420e+03 4.04142e+00 -2.99443e-01
1.67500e+03 4.06944e+00 -3.69718e-01
1.67580e+03 4.06489e+00 -3.90466e-01
1.67660e+03 4.08858e+00 -4.11150e-01
1.67730e+03 4.13951e+00 -4.15425e-01
1.67810e+03 4.12880e+00 -4.23902e-01
1.67890e+03 4.17489e+00 -4.21412e-01
1.67970e+03 4.15256e+00 -4.17504e-01
1.68050e+03 4.16257e+00 -4.33663e-01
1.68130e+03 4.24031e+00 -4.32375e-01
1.68200e+03 4.22890e+00 -4.72411e-01
1.68280e+03 4.26358e+00 -4.59793e-01
1.68360e+03 4.24988e+00 -4.82694e-01
1.68440e+03 4.27894e+00 -4.99563e-01
1.68520e+03 4.30246e+00 -4.69449e-01
1.68590e+03 4.27925e+00 -4.83738e-01
1.68670e+03 4.35025e+00 -5.19005e-01
1.68750e+03 4.39284e+00 -4.91959e-01
1.68830e+03 4.36897e+00 -5.02748e-01
1.68910e+03 4.40665e+00 -5.39085e-01
1.68980e+03 4.40461e+00 -5.18273e-01
1.69060e+03 4.47497e+00 -5.10555e-01
1.69140e+03 4.42758e+00 -5.83020e-01
1.69220e+03 4.47076e+00 -5.32829e-01
1.69300e+03 4.48161e+00 -5.87048e-01
1.69380e+03 4.53139e+00 -5.78740e-01
1.69450e+03 4.52287e+00 -6.06886e-01
1.69530e+03 4.54651e+00 -6.07377e-01
1.69610e+03 4.55478e+00 -5.88216e-01
1.69690e+03 4.53783e+00 -6.45425e-01
1.69770e+03 4.56391e+00 -5.84586e-01
1.69840e+03 4.60285e+00 -5.93084e-01
1.69920e+03 4.63125e+00 -5.89350e-01
1.70000e+03 4.64158e+00 -6.31906e-01
