# Measured input FRF for the exponentially tapered rod - accelerance in m/(s^2 N)
# frequency(Hz) real(accelerance) imag(accelerance)
1.20160e+03 1.91325e-01 -7.00545e-04
1.20230e+03 1.92749e-01 -8.96751e-04
1.20310e+03 1.92343e-01 -1.07638e-03
1.20390e+03 1.92358e-01 -3.55341e-04
1.20470e+03 1.93273e-01 8.95759e-06
1.20550e+03 1.91787e-01 -4.75919e-04
1.20630e+03 1.92238e-01 -2.27394e-03
1.20700e+03 1.91711e-01 -7.32719e-04
1.20780e+03 1.91881e-01 -3.57862e-04
1.20860e+03 1.91166e-01 -1.28245e-04
1.20940e+03 1.91954e-01 4.08127e-04
1.21020e+03 1.91008e-01 -4.56107e-04
1.21090e+03 1.92453e-01 -8.00686e-04
1.21170e+03 1.92397e-01 -1.06739e-04
1.21250e+03 1.90913e-01 3.09049e-05
1.21330e+03 1.91588e-01 -2.58049e-06
1.21410e+03 1.91282e-01 -2.71135e-04
1.21480e+03 1.90868e-01 -6.89277e-04
1.21560e+03 1.91948e-01 -3.63289e-04
1.21640e+03 1.91894e-01 -2.61192e-04
1.21720e+03 1.90767e-01 -2.63945e-04
1.21800e+03 1.91479e-01 -1.19948e-03
1.21880e+03 1.90996e-01 -4.55074e-04
1.21950e+03 1.91243e-01 -6.28464e-04
1.22030e+03 1.91155e-01 7.90687e-05
1.22110e+03 1.91584e-01 5.16079e-05
1.22190e+03 1.91214e-01 4.56118e-04
1.22270e+03 1.91931e-01 -4.93283e-04
1.22340e+03 1.91497e-01 8.44338e-06
1.22420e+03 1.91276e-01 -5.27331e-04
1.22500e+03 1.91533e-01 -8.74412e-04
1.22580e+03 1.92228e-01 5.32299e-04
1.22660e+03 1.92312e-01 -1.14915e-03
1.22730e+03 1.90687e-01 -9.41116e-04
1.22810e+03 1.92421e-01 -2.52087e-04
1.22890e+03 1.92071e-01 -9.87748e-04
1.22970e+03 1.91970e-01 -8.25634e-04
1.23050e+03 1.92291e-01 -4.58253e-04
1.23130e+03 1.91792e-01 -1.17848e-03
1.23200e+03 1.91192e-01 -1.18147e-03
1.23280e+03 1.92045e-01 -1.16882e-03
1.23360e+03 1.92893e-01 -3.44182e-04
1.23440e+03 1.92875e-01 -1.22439e-03
1.23520e+03 1.92466e-01 -1.10684e-03
1.23590e+03 1.93058e-01 -1.07264e-03
1.23670e+03 1.92248e-01 -6.65151e-04
1.23750e+03 1.94493e-01 -1.94385e-03
1.23830e+03 1.93305e-01 -2.51719e-03
1.23910e+03 1.93227e-01 -1.65556e-03
1.23980e+03 1.92417e-01 -1.40860e-03
1.24060e+03 1.92618e-01 -3.16263e-03
1.24140e+03 1.92824e-01 -1.14061e-03
1.24220e+03 1.92298e-01 -2.93484e-03
1.24300e+03 1.93706e-01 -4.45932e-03
1.24380e+03 1.95053e-01 -2.19423e-03
1.24450e+03 1.93796e-01 -4.06524e-03
1.24530e+03 1.94565e-01 -3.98463e-03
1.24610e+03 1.94181e-01 -4.81397e-03
1.24690e+03 1.94912e-01 -5.19289e-03
1.24770e+03 1.94317e-01 -6.04981e-03
1.24840e+03 1.95765e-01 -5.27804e-03
1.24920e+03 1.95829e-01 -7.79650e-03
1.25000e+03 1.96092e-01 -8.54537e-03
1.25080e+03 1.95793e-01 -9.66269e-03
1.25160e+03 1.93431e-01 -1.02990e-02
1.25230e+03 1.94394e-01 -1.22469e-02
1.25310e+03 1.92496e-01 -1.42525e-02
1.25390e+03 1.89568e-01 -1.56925e-02
1.25470e+03 1.88958e-01 -1.52552e-02
1.25550e+03 1.85695e-01 -1.64487e-02
1.25630e+03 1.83762e-01 -1.67681e-02
1.25700e+03 1.83312e-01 -1.40222e-02
1.25780e+03 1.80837e-01 -1.59542e-02
1.25860e+03 1.80133e-01 -1.18925e-02
1.25940e+03 1.78557e-01 -1.23616e-02
1.26020e+03 1.75719e-01 -9.30372e-03
1.26090e+03 1.77275e-01 -9.47185e-03
1.26170e+03 1.77504e-01 -8.65288e-03
1.26250e+03 1.74878e-01 -8.41301e-03
1.26330e+03 1.75778e-01 -3.79805e-03
1.26410e+03 1.76880e-01 -3.29794e-03
1.26480e+03 1.77915e-01 -4.71510e-04
1.26560e+03 1.76020e-01 -2.57889e-03
1.26640e+03 1.79061e-01 -6.39104e-04
1.26720e+03 1.79794e-01 6.86889e-04
1.26800e+03 1.79372e-01 -1.98632e-03
1.26880e+03 1.80037e-01 -1.07348e-03
1.26950e+03 1.79603e-01 -2.63186e-04
1.27030e+03 1.81657e-01 -2.56855e-04
1.27110e+03 1.82416e-01 1.48178e-03
1.27190e+03 1.82358e-01 8.27793e-04
1.27270e+03 1.83700e-01 4.49258e-04
1.27340e+03 1.83925e-01 -1.24976e-03
1.27420e+03 1.82720e-01 -1.08989e-03
1.27500e+03 1.81730e-01 -1.88994e-03
1.27580e+03 1.84798e-01 7.61411e-04
1.27660e+03 1.81505e-01 -3.62296e-03
1.27730e+03 1.83647e-01 -1.67341e-03
1.27810e+03 1.81597e-01 9.11198e-04
1.27890e+03 1.82374e-01 -3.90763e-03
1.27970e+03 1.83066e-01 -2.89474e-05
1.28050e+03 1.82071e-01 -1.65769e-03
1.28130e+03 1.84115e-01 -1.74801e-03
1.28200e+03 1.83184e-01 -1.21661e-03
1.28280e+03 1.83443e-01 -1.21524e-03
1.28360e+03 1.83968e-01 -1.23566e-03
1.28440e+03 1.83931e-01 -3.85476e-04
1.28520e+03 1.82641e-01 -9.10048e-04
1.28590e+03 1.83045e-01 3.18775e-04
1.28670e+03 1.83925e-01 7.03839e-04
1.28750e+03 1.83989e-01 -2.49066e-03
1.28830e+03 1.84704e-01 -2.47741e-03
1.28910e+03 1.83079e-01 -1.80310e-03
1.28980e+03 1.83301e-01 -2.55756e-03
1.29060e+03 1.81813e-01 -1.83066e-03
1.29140e+03 1.83739e-01 -1.23942e-03
1.29220e+03 1.83173e-01 -7.87674e-04
1.29300e+03 1.83432e-01 -1.38117e-03
1.29380e+03 1.82547e-01 -9.37095e-04
1.29450e+03 1.82358e-01 -1.07147e-03
1.29530e+03 1.81012e-01 -1.95971e-03
1.29610e+03 1.81435e-01 -4.82966e-04
1.29690e+03 1.83562e-01 -1.42608e-03
1.29770e+03 1.83531e-01 -3.06321e-03
1.29840e+03 1.81418e-01 2.43777e-04
1.29920e+03 1.81253e-01 -4.81171e-05
1.30000e+03 1.82174e-01 -5.32135e-04
1.30080e+03 1.81049e-01 -1.25038e-03
1.30160e+03 1.83456e-01 -9.67595e-05
1.30230e+03 1.81448e-01 -4.02039e-04
1.30310e+03 1.82023e-01 -1.29032e-03
1.30390e+03 1.82774e-01 -2.03214e-04
1.30470e+03 1.82843e-01 -2.09533e-03
1.30550e+03 1.81347e-01 -1.28577e-03
1.30630e+03 1.82888e-01 -6.64506e-04
1.30700e+03 1.81668e-01 -4.29733e-04
1.30780e+03 1.82932e-01 -7.31700e-04
1.30860e+03 1.81171e-01 -1.78580e-03
1.30940e+03 1.81662e-01 -2.46977e-03
1.31020e+03 1.82754e-01 -8.37471e-04
1.31090e+03 1.82624e-01 1.32177e-04
1.31170e+03 1.81509e-01 -1.80323e-03
1.31250e+03 1.81587e-01 -2.14850e-03
1.31330e+03 1.81866e-01 -4.37765e-04
1.31410e+03 1.81870e-01 -6.81301e-04
1.31480e+03 1.82910e-01 -1.79337e-03
1.31560e+03 1.82134e-01 -1.14886e-03
1.31640e+03 1.80359e-01 -1.74928e-03
1.31720e+03 1.82211e-01 -2.13667e-03
1.31800e+03 1.81576e-01 -4.25495e-04
1.31880e+03 1.80266e-01 -8.41203e-04
1.31950e+03 1.79908e-01 1.27957e-03
1.32030e+03 1.80145e-01 -1.98900e-03
1.32110e+03 1.81953e-01 -2.68968e-03
1.32190e+03 1.81042e-01 -1.02698e-03
1.32270e+03 1.80288e-01 -1.05036e-04
1.32340e+03 1.81163e-01 -2.16562e-03
1.32420e+03 1.81864e-01 -1.41019e-03
1.32500e+03 1.80714e-01 3.05287e-04
1.32580e+03 1.80933e-01 -9.97851e-04
1.32660e+03 1.80583e-01 -8.12980e-04
1.32730e+03 1.82477e-01 -2.19284e-03
1.32810e+03 1.80313e-01 -1.67715e-03
1.32890e+03 1.81613e-01 -3.89994e-04
1.32970e+03 1.80617e-01 -1.92568e-03
1.33050e+03 1.79915e-01 -3.29449e-04
1.33130e+03 1.80647e-01 -1.77923e-03
1.33200e+03 1.81945e-01 1.98417e-04
1.33280e+03 1.81249e-01 1.43526e-05
1.33360e+03 1.79816e-01 8.53343e-05
1.33440e+03 1.80559e-01 -2.73080e-05
1.33520e+03 1.82600e-01 -9.27608e-04
1.33590e+03 1.80707e-01 -1.25885e-03
1.33670e+03 1.79847e-01 -8.93985e-04
1.33750e+03 1.81465e-01 2.22432e-05
1.33830e+03 1.80423e-01 -1.53930e-03
1.33910e+03 1.80061e-01 -8.39854e-04
1.33980e+03 1.81242e-01 -5.47112e-04
1.34060e+03 1.80122e-01 -1.73317e-03
1.34140e+03 1.79656e-01 -8.70936e-04
1.34220e+03 1.80374e-01 -1.70595e-03
1.34300e+03 1.80076e-01 -1.37921e-03
1.34380e+03 1.78721e-01 7.52933e-04
1.34450e+03 1.79932e-01 -1.58323e-03
1.34530e+03 1.79111e-01 -6.06545e-04
1.34610e+03 1.80687e-01 -1.28029e-03
1.34690e+03 1.78953e-01 -2.52264e-03
1.34770e+03 1.79154e-01 -1.92971e-03
1.34840e+03 1.78389e-01 -5.01871e-05
1.34920e+03 1.79893e-01 -3.34873e-04
1.35000e+03 1.77972e-01 -4.87170e-04
1.35080e+03 1.78757e-01 -1.29226e-03
1.35160e+03 1.79035e-01 -1.81404e-03
1.35230e+03 1.80133e-01 -1.05638e-03
1.35310e+03 1.77853e-01 -1.65316e-03
1.35390e+03 1.79145e-01 -1.05837e-03
1.35470e+03 1.78489e-01 -2.36865e-03
1.35550e+03 1.79175e-01 -2.17279e-04
1.35630e+03 1.77835e-01 -2.97490e-04
1.35700e+03 1.77724e-01 -1.54535e-03
1.35780e+03 1.79918e-01 -1.49800e-03
1.35860e+03 1.78697e-01 -1.58146e-03
1.35940e+03 1.77311e-01 3.61185e-04
1.36020e+03 1.76513e-01 -2.65149e-03
1.36090e+03 1.78825e-01 8.65347e-04
1.36170e+03 1.77886e-01 -1.86644e-03
1.36250e+03 1.77792e-01 -1.80583e-03
1.36330e+03 1.78887e-01 -9.58802e-04
1.36410e+03 1.78437e-01 -2.27171e-03
1.36480e+03 1.78791e-01 -2.30223e-03
1.36560e+03 1.77263e-01 -1.11441e-03
1.36640e+03 1.78582e-01 1.89089e-05
1.36720e+03 1.77643e-01 -3.74853e-04
1.36800e+03 1.78434e-01 -2.87273e-03
1.36880e+03 1.77339e-01 -2.41555e-03
1.36950e+03 1.78765e-01 -1.77021e-03
1.37030e+03 1.77960e-01 -1.13949e-03
1.37110e+03 1.77690e-01 -7.01479e-04
1.37190e+03 1.77069e-01 -1.42669e-03
1.37270e+03 1.76583e-01 -2.32474e-03
1.37340e+03 1.77439e-01 -1.18748e-03
1.37420e+03 1.76299e-01 -1.81889e-03
1.37500e+03 1.77217e-01 -1.55377e-03
1.37580e+03 1.77845e-01 -2.16584e-04
1.37660e+03 1.76335e-01 -3.37848e-04
1.37730e+03 1.76380e-01 -1.37650e-03
1.37810e+03 1.77749e-01 -3.65779e-04
1.37890e+03 1.78626e-01 -1.19608e-03
1.37970e+03 1.77965e-01 -1.98334e-03
1.38050e+03 1.77108e-01 -2.05197e-03
1.38130e+03 1.75257e-01 -1.22756e-03
1.38200e+03 1.77932e-01 -1.35701e-03
1.38280e+03 1.75110e-01 -2.07783e-03
1.38360e+03 1.75632e-01 -1.30810e-03
1.38440e+03 1.77364e-01 -1.09224e-03
1.38520e+03 1.75829e-01 -1.00403e-03
1.38590e+03 1.77066e-01 -1.22066e-03
1.38670e+03 1.76897e-01 -9.85660e-04
1.38750e+03 1.75250e-01 -1.19342e-03
1.38830e+03 1.78027e-01 -1.27957e-03
1.38910e+03 1.76261e-01 -2.16132e-03
1.38980e+03 1.76741e-01 -1.30148e-03
1.39060e+03 1.75377e-01 -1.86081e-03
1.39140e+03 1.75868e-01 -1.60957e-04
1.39220e+03 1.77208e-01 -1.71663e-03
1.39300e+03 1.75704e-01 -8.56144e-04
1.39380e+03 1.74304e-01 -1.49804e-03
1.39450e+03 1.76376e-01 -2.52241e-03
1.39530e+03 1.76188e-01 -1.30294e-03
1.39610e+03 1.74814e-01 -8.53838e-04
1.39690e+03 1.75461e-01 -3.25406e-03
1.39770e+03 1.75475e-01 -1.19274e-03
1.39840e+03 1.76170e-01 -2.27213e-03
1.39920e+03 1.75353e-01 -1.40171e-03
1.40000e+03 1.76109e-01 -2.38269e-03
1.40080e+03 1.74998e-01 -3.79921e-03
1.40160e+03 1.74467e-01 -3.06512e-03
1.40230e+03 1.75094e-01 -2.40950e-03
1.40310e+03 1.76140e-01 -2.15346e-03
1.40390e+03 1.75315e-01 -1.51226e-03
1.40470e+03 1.74267e-01 -5.52230e-04
1.40550e+03 1.75577e-01 -3.78964e-03
1.40630e+03 1.74194e-01 -1.35095e-03
1.40700e+03 1.74018e-01 -2.22943e-03
1.40780e+03 1.77388e-01 -3.65608e-03
1.40860e+03 1.75325e-01 -3.43287e-03
1.40940e+03 1.74956e-01 -3.38411e-03
1.41020e+03 1.75641e-01 -4.77892e-03
1.41090e+03 1.73703e-01 -2.87034e-03
1.41170e+03 1.75040e-01 -3.35816e-03
1.41250e+03 1.74449e-01 -4.37360e-03
1.41330e+03 1.72552e-01 -2.11225e-03
1.41410e+03 1.75091e-01 -2.90377e-03
1.41480e+03 1.74402e-01 -3.63827e-03
1.41560e+03 1.74498e-01 -2.50221e-03
1.41640e+03 1.72934e-01 -2.46153e-03
1.41720e+03 1.75013e-01 -3.89676e-03
1.41800e+03 1.73925e-01 -3.82968e-03
1.41880e+03 1.73693e-01 -4.01722e-03
1.41950e+03 1.72114e-01 -3.97591e-03
1.42030e+03 1.74369e-01 -3.76526e-03
1.42110e+03 1.74020e-01 -3.95722e-03
1.42190e+03 1.73532e-01 -3.79091e-03
1.42270e+03 1.73501e-01 -3.43556e-03
1.42340e+03 1.72789e-01 -4.92045e-03
1.42420e+03 1.72231e-01 -3.32669e-03
1.42500e+03 1.72241e-01 -3.13598e-03
1.42580e+03 1.73061e-01 -3.56353e-03
1.42660e+03 1.72821e-01 -3.06574e-03
1.42730e+03 1.72927e-01 -4.31574e-03
1.42810e+03 1.70852e-01 -4.83028e-03
1.42890e+03 1.72735e-01 -4.03993e-03
1.42970e+03 1.74379e-01 -3.29972e-03
1.43050e+03 1.71588e-01 -4.72614e-03
1.43130e+03 1.73969e-01 -4.26013e-03
1.43200e+03 1.71927e-01 -3.73520e-03
1.43280e+03 1.72910e-01 -3.82595e-03
1.43360e+03 1.72385e-01 -5.45682e-03
1.43440e+03 1.73824e-01 -5.42228e-03
1.43520e+03 1.71790e-01 -5.57208e-03
1.43590e+03 1.72502e-01 -3.29672e-03
1.43670e+03 1.70847e-01 -5.15574e-03
1.43750e+03 1.73075e-01 -4.76565e-03
1.43830e+03 1.72734e-01 -4.44204e-03
1.43910e+03 1.72389e-01 -5.18977e-03
1.43980e+03 1.72565e-01 -6.33013e-03
1.44060e+03 1.73517e-01 -6.59219e-03
1.44140e+03 1.70710e-01 -4.79894e-03
1.44220e+03 1.71110e-01 -7.16104e-03
1.44300e+03 1.74548e-01 -7.74655e-03
1.44380e+03 1.73879e-01 -4.76560e-03
1.44450e+03 1.72856e-01 -7.16540e-03
1.44530e+03 1.71991e-01 -4.99009e-03
1.44610e+03 1.71309e-01 -6.25240e-03
1.44690e+03 1.70418e-01 -9.44690e-03
1.44770e+03 1.72226e-01 -6.33880e-03
1.44840e+03 1.73108e-01 -8.78358e-03
1.44920e+03 1.73570e-01 -8.50712e-03
1.45000e+03 1.72391e-01 -6.79990e-03
1.45080e+03 1.73276e-01 -8.11683e-03
1.45160e+03 1.71908e-01 -1.01264e-02
1.45230e+03 1.72780e-01 -1.01907e-02
1.45310e+03 1.71227e-01 -1.00181e-02
1.45390e+03 1.71133e-01 -1.23382e-02
1.45470e+03 1.71104e-01 -1.24664e-02
1.45550e+03 1.73297e-01 -1.01778e-02
1.45630e+03 1.70834e-01 -1.49567e-02
1.45700e+03 1.72095e-01 -1.31693e-02
1.45780e+03 1.69371e-01 -1.22969e-02
1.45860e+03 1.70414e-01 -1.45344e-02
1.45940e+03 1.68267e-01 -1.38826e-02
1.46020e+03 1.68697e-01 -1.56465e-02
1.46090e+03 1.70116e-01 -1.66277e-02
1.46170e+03 1.69759e-01 -1.59465e-02
1.46250e+03 1.67778e-01 -1.72564e-02
1.46330e+03 1.67751e-01 -1.91990e-02
1.46410e+03 1.68805e-01 -1.96313e-02
1.46480e+03 1.66748e-01 -1.86060e-02
1.46560e+03 1.66904e-01 -1.95314e-02
1.46640e+03 1.64411e-01 -1.91353e-02
1.46720e+03 1.64984e-01 -1.94749e-02
1.46800e+03 1.64291e-01 -2.02885e-02
1.46880e+03 1.62289e-01 -2.11505e-02
1.46950e+03 1.60090e-01 -2.09965e-02
1.47030e+03 1.59437e-01 -2.19509e-02
1.47110e+03 1.56557e-01 -1.98016e-02
1.47190e+03 1.57388e-01 -1.99144e-02
1.47270e+03 1.57418e-01 -2.12481e-02
1.47340e+03 1.55757e-01 -1.94285e-02
1.47420e+03 1.54279e-01 -1.91094e-02
1.47500e+03 1.53141e-01 -1.87640e-02
1.47580e+03 1.52934e-01 -1.88646e-02
1.47660e+03 1.51040e-01 -1.83139e-02
1.47730e+03 1.52777e-01 -1.80799e-02
1.47810e+03 1.51293e-01 -1.52170e-02
1.47890e+03 1.51051e-01 -1.67230e-02
1.47970e+03 1.49923e-01 -1.50596e-02
1.48050e+03 1.51469e-01 -1.49713e-02
1.48130e+03 1.51498e-01 -1.48019e-02
1.48200e+03 1.49927e-01 -1.53056e-02
1.48280e+03 1.50124e-01 -1.56503e-02
1.48360e+03 1.48682e-01 -1.45491e-02
1.48440e+03 1.49711e-01 -1.20717e-02
1.48520e+03 1.50504e-01 -1.43282e-02
1.48590e+03 1.48580e-01 -1.43007e-02
1.48670e+03 1.47507e-01 -1.26444e-02
1.48750e+03 1.44911e-01 -1.27452e-02
1.48830e+03 1.48101e-01 -1.00782e-02
1.48910e+03 1.46322e-01 -1.11275e-02
1.48980e+03 1.47147e-01 -1.14854e-02
1.49060e+03 1.47581e-01 -9.71240e-03
1.49140e+03 1.45044e-01 -1.10706e-02
1.49220e+03 1.43200e-01 -8.36949e-03
1.49300e+03 1.46441e-01 -7.60082e-03
1.49380e+03 1.46104e-01 -6.22059e-03
1.49450e+03 1.43604e-01 -8.95242e-03
1.49530e+03 1.47083e-01 -7.95956e-03
1.49610e+03 1.46488e-01 -1.07506e-02
1.49690e+03 1.46680e-01 -7.13040e-03
1.49770e+03 1.46293e-01 -9.35727e-03
1.49840e+03 1.42357e-01 -6.82137e-03
1.49920e+03 1.43429e-01 -4.96308e-03
1.50000e+03 1.46609e-01 -3.44894e-03
1.50080e+03 1.47012e-01 -6.01515e-03
1.50160e+03 1.50505e-01 -9.10414e-03
1.50230e+03 1.46689e-01 -4.44162e-03
1.50310e+03 1.47902e-01 -1.47791e-03
1.50390e+03 1.46126e-01 -2.49213e-03
1.50470e+03 1.44758e-01 -5.74565e-03
1.50550e+03 1.47935e-01 -4.97378e-03
1.50630e+03 1.49156e-01 -5.22969e-03
1.50700e+03 1.50237e-01 -3.68913e-03
1.50780e+03 1.49222e-01 -5.31051e-03
1.50860e+03 1.46126e-01 -4.79956e-03
1.50940e+03 1.50383e-01 -8.49159e-03
1.51020e+03 1.49165e-01 -8.48720e-03
1.51090e+03 1.50120e-01 -4.90070e-03
1.51170e+03 1.50411e-01 -5.94271e-03
1.51250e+03 1.49853e-01 -9.28664e-03
1.51330e+03 1.49613e-01 -4.89983e-03
1.51410e+03 1.48585e-01 -4.82181e-03
1.51480e+03 1.44883e-01 -7.67371e-03
1.51560e+03 1.48668e-01 -5.57628e-03
1.51640e+03 1.53060e-01 -1.03537e-02
1.51720e+03 1.50650e-01 -9.60789e-03
1.51800e+03 1.45477e-01 -7.98572e-03
1.51880e+03 1.51253e-01 -8.05293e-03
1.51950e+03 1.47640e-01 -8.85164e-03
1.52030e+03 1.50799e-01 -1.30503e-02
1.52110e+03 1.47118e-01 -9.66222e-03
1.52190e+03 1.49960e-01 -1.01815e-02
1.52270e+03 1.53192e-01 -9.95376e-03
1.52340e+03 1.53351e-01 -1.05955e-02
1.52420e+03 1.48159e-01 -1.43012e-02
1.52500e+03 1.52745e-01 -1.36692e-02
1.52580e+03 1.46220e-01 -8.83879e-03
1.52660e+03 1.48968e-01 -1.67970e-02
1.52730e+03 1.48399e-01 -1.79431e-02
1.52810e+03 1.50922e-01 -1.58495e-02
1.52890e+03 1.50542e-01 -1.33379e-02
1.52970e+03 1.52198e-01 -1.70930e-02
1.53050e+03 1.47407e-01 -1.82574e-02
1.53130e+03 1.50210e-01 -1.61094e-02
1.53200e+03 1.46389e-01 -2.00343e-02
1.53280e+03 1.45401e-01 -2.09232e-02
1.53360e+03 1.49416e-01 -2.08571e-02
1.53440e+03 1.49033e-01 -1.79904e-02
1.53520e+03 1.50817e-01 -2.47525e-02
1.53590e+03 1.46583e-01 -2.54307e-02
1.53670e+03 1.42765e-01 -2.91489e-02
1.53750e+03 1.46058e-01 -3.49859e-02
1.53830e+03 1.44373e-01 -2.97383e-02
1.53910e+03 1.46036e-01 -3.60470e-02
1.53980e+03 1.44691e-01 -3.49198e-02
1.54060e+03 1.40307e-01 -3.98513e-02
1.54140e+03 1.39455e-01 -3.67068e-02
1.54220e+03 1.36135e-01 -3.84685e-02
1.54300e+03 1.39536e-01 -4.38383e-02
1.54380e+03 1.33075e-01 -3.97059e-02
1.54450e+03 1.20656e-01 -4.62688e-02
1.54530e+03 1.27037e-01 -4.25550e-02
1.54610e+03 1.27666e-01 -4.91683e-02
1.54690e+03 1.26042e-01 -4.54146e-02
1.54770e+03 1.20542e-01 -4.55302e-02
1.54840e+03 1.15141e-01 -5.40928e-02
1.54920e+03 1.14478e-01 -4.71306e-02
1.55000e+03 1.15705e-01 -5.40735e-02
1.55080e+03 1.11945e-01 -5.08380e-02
1.55160e+03 1.07744e-01 -4.74025e-02
1.55230e+03 9.82567e-02 -4.65019e-02
1.55310e+03 1.03396e-01 -4.38948e-02
1.55390e+03 9.83370e-02 -4.00077e-02
1.55470e+03 9.05835e-02 -3.91634e-02
1.55550e+03 8.58599e-02 -4.11878e-02
1.55630e+03 8.66605e-02 -3.78415e-02
1.55700e+03 7.77284e-02 -3.68705e-02
1.55780e+03 8.44288e-02 -3.35380e-02
1.55860e+03 8.01857e-02 -2.99797e-02
1.55940e+03 7.70872e-02 -2.39219e-02
1.56020e+03 7.60564e-02 -2.53424e-02
1.56090e+03 7.26541e-02 -2.48234e-02
1.56170e+03 7.59530e-02 -2.50414e-02
1.56250e+03 7.29315e-02 -2.39642e-02
1.56330e+03 7.24313e-02 -1.53883e-02
1.56410e+03 7.16196e-02 -1.35918e-02
1.56480e+03 7.27045e-02 -1.45659e-02
1.56560e+03 7.17713e-02 -1.26615e-02
1.56640e+03 7.34489e-02 -9.38778e-03
1.56720e+03 6.98139e-02 -6.15598e-03
1.56800e+03 6.46283e-02 -2.32582e-03
1.56880e+03 6.45441e-02 -4.26242e-03
1.56950e+03 6.96274e-02 4.82021e-03
1.57030e+03 6.76672e-02 8.95679e-03
1.57110e+03 7.03016e-02 2.58214e-04
1.57190e+03 6.44709e-02 6.67943e-03
1.57270e+03 6.58654e-02 6.81756e-03
1.57340e+03 6.58937e-02 1.38003e-02
1.57420e+03 6.19459e-02 1.70839e-02
1.57500e+03 7.01709e-02 1.60516e-02
1.57580e+03 6.62953e-02 1.16375e-02
1.57660e+03 6.35154e-02 1.55812e-02
1.57730e+03 6.39388e-02 1.97707e-02
1.57810e+03 6.48817e-02 2.25504e-02
1.57890e+03 6.51323e-02 1.93795e-02
1.57970e+03 5.90317e-02 2.89047e-02
1.58050e+03 6.31649e-02 2.96621e-02
1.58130e+03 5.33112e-02 2.81058e-02
1.58200e+03 6.04170e-02 4.01719e-02
1.58280e+03 6.56516e-02 3.68942e-02
1.58360e+03 6.20352e-02 4.66859e-02
1.58440e+03 6.91614e-02 4.40819e-02
1.58520e+03 6.80758e-02 4.70160e-02
1.58590e+03 6.77681e-02 4.81443e-02
1.58670e+03 6.79761e-02 4.86289e-02
1.58750e+03 7.58976e-02 4.57167e-02
1.58830e+03 7.70341e-02 5.45072e-02
1.58910e+03 7.04284e-02 4.92282e-02
1.58980e+03 7.59301e-02 5.77415e-02
1.59060e+03 7.86460e-02 6.55150e-02
1.59140e+03 8.38002e-02 5.33409e-02
1.59220e+03 8.65288e-02 6.20217e-02
1.59300e+03 9.17571e-02 6.07310e-02
1.59380e+03 8.77713e-02 6.24386e-02
1.59450e+03 9.19291e-02 5.80581e-02
1.59530e+03 9.70729e-02 6.09031e-02
1.59610e+03 9.80485e-02 6.35522e-02
1.59690e+03 9.96546e-02 6.30712e-02
1.59770e+03 9.88497e-02 6.04646e-02
1.59840e+03 9.67393e-02 6.09581e-02
1.59920e+03 1.01483e-01 5.99178e-02
1.60000e+03 1.34557e-01 7.99728e-02
1.60080e+03 1.15035e-01 7.00797e-02
1.60160e+03 1.09346e-01 7.13333e-02
1.60230e+03 1.14245e-01 6.21221e-02
1.60310e+03 1.08720e-01 6.54862e-02
1.60390e+03 1.26232e-01 5.96843e-02
1.60470e+03 1.17625e-01 5.52737e-02
1.60550e+03 1.18992e-01 5.40104e-02
1.60630e+03 1.17997e-01 5.55408e-02
1.60700e+03 1.24043e-01 5.01848e-02
1.60780e+03 1.21285e-01 4.75083e-02
1.60860e+03 1.28799e-01 5.64535e-02
1.60940e+03 1.23973e-01 4.75060e-02
1.61020e+03 1.28606e-01 4.94357e-02
1.61090e+03 1.23384e-01 4.78372e-02
1.61170e+03 1.26386e-01 4.08797e-02
1.61250e+03 1.32900e-01 4.62280e-02
1.61330e+03 1.21320e-01 4.35959e-02
1.61410e+03 1.22293e-01 4.60915e-02
1.61480e+03 1.30403e-01 4.41536e-02
1.61560e+03 1.30585e-01 4.23943e-02
1.61640e+03 1.27120e-01 3.48697e-02
1.61720e+03 1.26605e-01 3.42578e-02
1.61800e+03 1.23945e-01 3.90148e-02
1.61880e+03 1.26228e-01 3.28109e-02
1.61950e+03 1.28582e-01 4.02331e-02
1.62030e+03 1.30004e-01 3.14862e-02
1.62110e+03 1.22132e-01 3.22073e-02
1.62190e+03 1.22298e-01 3.71870e-02
1.62270e+03 1.25246e-01 3.10620e-02
1.62340e+03 1.27933e-01 2.65205e-02
1.62420e+03 1.25733e-01 3.05396e-02
1.62500e+03 1.22707e-01 3.60805e-02
1.62580e+03 1.22718e-01 3.31297e-02
1.62660e+03 1.19658e-01 3.17617e-02
1.62730e+03 1.19428e-01 2.61235e-02
1.62810e+03 1.23186e-01 2.52505e-02
1.62890e+03 1.23495e-01 2.82153e-02
1.62970e+03 1.27469e-01 3.18795e-02
1.63050e+03 1.20790e-01 2.72208e-02
1.63130e+03 1.17205e-01 2.68428e-02
1.63200e+03 1.27955e-01 2.38208e-02
1.63280e+03 1.18315e-01 2.97531e-02
1.63360e+03 1.24002e-01 2.42456e-02
1.63440e+03 1.16122e-01 2.49647e-02
1.63520e+03 1.20816e-01 2.62113e-02
1.63590e+03 1.18609e-01 2.30598e-02
1.63670e+03 1.12842e-01 2.12652e-02
1.63750e+03 1.16601e-01 2.50272e-02
1.63830e+03 1.18574e-01 2.42809e-02
1.63910e+03 1.15085e-01 2.03990e-02
1.63980e+03 1.18023e-01 2.47028e-02
