# Measured flexural accelerances (m/(s^2N)) at four locations along the axis, measured at two points across the diameter of the beam
# to demonstrate that the response of the system does not follow the fundamental beam theories 
# at larger diameters and/or high frequencies 
# frequency, at 0.3 m (1), at 0.3 m (2), at 0.8 m (1), at 0.8 m (2), at 1.4 m (1), at 1.4 m (2), at 2.0 m (1), at 2.0 m (2)
0.000000e+00+0.000000e+00j,-1.213300e+00+1.485864e-16j,-5.170800e-01+6.332404e-17j,-4.716200e-01+5.775679e-17j,-6.023800e-02+7.377027e-18j,-8.020600e-01+9.822402e-17j,-8.976800e-01+1.099341e-16j,-2.615100e+00+3.202574e-16j,1.374000e+00+0.000000e+00j
6.484400e+01+0.000000e+00j,1.278277e-02+3.657630e-04j,-1.203100e-02+4.199611e-06j,4.032923e-03-7.392248e-05j,-5.609855e-03+2.233537e-04j,-2.826892e-02-2.466992e-04j,2.857029e-02-1.088122e-03j,7.333316e-02+3.178328e-03j,-7.300109e-02-3.723624e-03j
6.562500e+01+0.000000e+00j,1.303877e-02+4.907574e-04j,-1.261718e-02-1.757513e-03j,4.039769e-03-4.137358e-04j,-4.601161e-03+1.558521e-04j,-2.874715e-02-7.527705e-04j,2.951324e-02+1.782152e-03j,7.595686e-02+3.597447e-03j,-7.636783e-02-3.320937e-03j
6.640600e+01+0.000000e+00j,1.223746e-02+1.144801e-04j,-1.391940e-02-7.002551e-04j,5.320693e-03-1.179375e-04j,-5.405347e-03-1.258858e-03j,-2.860037e-02-1.896876e-04j,2.725465e-02-6.332008e-04j,7.557802e-02+3.036716e-03j,-7.594653e-02-2.479597e-03j
6.718800e+01+0.000000e+00j,1.295806e-02-3.194491e-04j,-1.384347e-02-1.208102e-04j,4.578704e-03+7.072171e-04j,-5.816384e-03-1.318248e-03j,-2.886798e-02-6.803118e-04j,2.949256e-02+7.054859e-04j,7.637296e-02+3.647214e-03j,-7.619716e-02-4.700465e-03j
6.796900e+01+0.000000e+00j,1.330590e-02+3.683673e-04j,-1.294464e-02+8.870170e-04j,4.856653e-03+2.503192e-04j,-6.914466e-03-1.964420e-03j,-2.970502e-02-5.962980e-04j,2.909805e-02-2.238206e-03j,7.703776e-02+4.103985e-03j,-7.507809e-02-3.146704e-03j
6.875000e+01+0.000000e+00j,1.278060e-02+2.476539e-04j,-1.337898e-02-3.666980e-04j,4.313808e-03-1.343686e-04j,-4.769465e-03+4.794191e-04j,-2.999278e-02-1.151646e-04j,3.076966e-02-5.165283e-04j,7.634456e-02+2.259719e-03j,-7.592833e-02-5.035831e-04j
6.953100e+01+0.000000e+00j,1.298694e-02-2.310640e-04j,-1.484993e-02-7.912473e-04j,4.505703e-03-4.215821e-05j,-4.790390e-03+5.017997e-04j,-3.022480e-02-2.690435e-04j,2.960558e-02-8.577281e-04j,7.934688e-02+2.734804e-03j,-8.031392e-02-4.448063e-03j
7.031300e+01+0.000000e+00j,1.271741e-02-1.225771e-04j,-1.535292e-02-1.955861e-03j,4.926578e-03+4.356209e-04j,-2.623323e-03-6.346486e-04j,-3.110916e-02-2.280462e-04j,3.072862e-02-7.591483e-04j,7.849840e-02-3.058254e-04j,-7.942390e-02+1.247589e-04j
7.109400e+01+0.000000e+00j,1.264838e-02-2.576797e-04j,-1.645636e-02-1.460006e-03j,5.166531e-03+1.497110e-04j,-4.800324e-03+1.410992e-03j,-3.144891e-02+7.684433e-05j,3.177173e-02-1.134978e-03j,7.946121e-02+1.817797e-03j,-7.946401e-02-2.733287e-03j
7.187500e+01+0.000000e+00j,1.283663e-02+2.466328e-04j,-1.328880e-02-1.785994e-04j,4.614857e-03-9.810181e-05j,-4.734224e-03+3.136169e-04j,-3.086742e-02-1.885607e-04j,2.994022e-02-3.266937e-04j,8.103205e-02+2.576547e-03j,-8.145624e-02-2.730647e-03j
7.265600e+01+0.000000e+00j,1.267310e-02-1.510383e-04j,-1.370495e-02-8.454335e-04j,4.940289e-03+3.601655e-04j,-6.388471e-03-2.121447e-03j,-3.183999e-02-2.778564e-05j,3.353597e-02+4.775221e-05j,8.012371e-02+1.284225e-03j,-8.341398e-02-3.466914e-03j
7.343800e+01+0.000000e+00j,1.259697e-02+2.262588e-04j,-1.298018e-02-2.175053e-04j,4.836026e-03-9.706141e-05j,-4.234085e-03+8.737546e-04j,-3.224429e-02-2.138554e-04j,3.223596e-02-9.170987e-04j,8.294462e-02+1.312352e-03j,-8.438769e-02-2.224508e-03j
7.421900e+01+0.000000e+00j,1.287765e-02+5.163195e-04j,-1.428211e-02+1.586853e-03j,5.185967e-03+2.663034e-04j,-5.636261e-03-1.315748e-03j,-3.221698e-02+3.936048e-05j,3.329100e-02-1.290317e-03j,8.423689e-02+1.541835e-03j,-8.852693e-02-1.267057e-03j
7.500000e+01+0.000000e+00j,1.206554e-02+1.875881e-04j,-1.252308e-02-1.205835e-03j,5.541338e-03-5.393072e-05j,-3.944622e-03-1.015743e-03j,-3.253234e-02+5.508151e-04j,3.138379e-02+9.108358e-04j,8.573067e-02-1.393596e-03j,-8.700514e-02+2.855854e-03j
7.578100e+01+0.000000e+00j,1.262961e-02+9.877375e-05j,-1.494085e-02+3.521007e-04j,5.903105e-03+6.164000e-04j,-6.239234e-03+6.866134e-04j,-3.350094e-02-6.431726e-05j,3.266559e-02+2.511587e-03j,8.763223e-02-1.553646e-03j,-8.991073e-02+1.710676e-03j
7.656300e+01+0.000000e+00j,1.267623e-02+4.978952e-04j,-1.225412e-02+1.013932e-03j,5.537511e-03+3.721211e-04j,-6.293113e-03-4.930685e-04j,-3.353997e-02+3.688061e-04j,3.358619e-02+1.901870e-03j,8.720460e-02+1.839771e-03j,-8.950438e-02-3.454056e-03j
7.734400e+01+0.000000e+00j,1.237633e-02+7.155437e-04j,-1.334107e-02-3.237190e-04j,5.577068e-03-1.887687e-05j,-5.072415e-03-2.605079e-04j,-3.324611e-02-2.437111e-04j,3.495833e-02+6.831363e-04j,9.243900e-02-1.080809e-05j,-9.597333e-02-1.289867e-03j
7.812500e+01+0.000000e+00j,1.265819e-02-5.233647e-04j,-1.254597e-02-2.255619e-04j,5.855023e-03+1.442798e-04j,-5.136361e-03+1.078656e-03j,-3.544876e-02+2.969818e-04j,3.568437e-02+3.414721e-04j,9.455561e-02+1.182292e-03j,-9.551166e-02-1.100264e-03j
7.890600e+01+0.000000e+00j,1.223146e-02+1.938554e-04j,-1.309782e-02-1.760326e-04j,6.037203e-03+6.565645e-04j,-6.102115e-03-1.031000e-03j,-3.535166e-02-1.542517e-04j,3.526816e-02-2.682160e-03j,9.474374e-02-2.217303e-04j,-9.584108e-02+2.141467e-03j
7.968800e+01+0.000000e+00j,1.242258e-02+2.915828e-04j,-1.258063e-02+1.707676e-03j,5.662745e-03+3.021437e-04j,-6.365789e-03-1.678058e-04j,-3.565541e-02-2.053627e-04j,3.704319e-02+8.948362e-04j,9.864896e-02+2.880271e-03j,-1.003565e-01-1.646606e-03j
8.046900e+01+0.000000e+00j,1.286868e-02-9.139832e-05j,-1.391148e-02+3.545665e-04j,6.255961e-03+2.882940e-04j,-7.332012e-03+5.246768e-05j,-3.687987e-02-9.655150e-05j,3.779220e-02-1.093061e-03j,1.022187e-01-5.184858e-04j,-1.051400e-01+1.287594e-17j
8.125000e+01+0.000000e+00j,1.298694e-02+4.079300e-05j,-1.338897e-02+1.659225e-04j,6.845677e-03-6.645187e-05j,-6.367850e-03+5.481566e-04j,-3.695694e-02-6.450210e-05j,3.863980e-02-4.121095e-04j,1.065174e-01+7.390519e-04j,-1.075891e-01-4.318928e-04j
8.203100e+01+0.000000e+00j,1.175768e-02+1.760897e-04j,-1.425889e-02-5.723914e-05j,6.585347e-03-3.112943e-04j,-4.833023e-03+4.738821e-04j,-3.791278e-02+3.043898e-04j,3.749725e-02-2.364627e-04j,1.089799e-01+2.562544e-03j,-1.101074e-01-2.229520e-03j
8.281300e+01+0.000000e+00j,1.167308e-02+2.612709e-04j,-1.231822e-02-3.053532e-04j,6.878397e-03+6.334476e-06j,-6.119445e-03+1.933804e-04j,-3.901283e-02+1.157537e-04j,3.740797e-02+5.489064e-04j,1.089329e-01-1.246772e-03j,-1.125966e-01+3.125442e-03j
8.359400e+01+0.000000e+00j,1.213390e-02-4.852462e-05j,-1.177376e-02-9.245470e-04j,7.415374e-03-1.733544e-04j,-7.331460e-03+1.077386e-03j,-3.978382e-02-1.180413e-04j,3.996673e-02+6.487516e-04j,1.193100e-01+4.748804e-06j,-1.220298e-01-2.342806e-04j
8.437500e+01+0.000000e+00j,1.223184e-02-1.686453e-04j,-1.510393e-02+4.745054e-05j,7.263334e-03+6.219063e-05j,-5.516632e-03+2.630528e-04j,-4.121470e-02+1.582539e-04j,4.037008e-02-1.236097e-03j,1.222272e-01-2.832845e-03j,-1.263741e-01+2.558897e-03j
8.515600e+01+0.000000e+00j,1.214448e-02-1.122896e-04j,-1.381476e-02-3.424506e-04j,7.128776e-03+4.972923e-04j,-6.825955e-03+9.350396e-04j,-4.118974e-02+4.313537e-04j,4.064803e-02+1.508256e-03j,1.213099e-01-1.856666e-04j,-1.229764e-01-9.444093e-04j
8.593800e+01+0.000000e+00j,1.245909e-02+3.122396e-04j,-1.405516e-02+5.522286e-04j,7.112670e-03-1.150104e-04j,-6.965184e-03-9.999759e-04j,-4.245121e-02-1.081968e-03j,4.336773e-02-1.537063e-04j,1.344065e-01-9.745240e-04j,-1.375458e-01+1.080304e-03j
8.671900e+01+0.000000e+00j,1.212581e-02+7.820792e-04j,-1.327941e-02+1.251592e-04j,7.923196e-03-8.834782e-04j,-7.510216e-03+4.698708e-04j,-4.416141e-02+7.631303e-04j,4.290476e-02-1.423904e-04j,1.331690e-01+5.157741e-04j,-1.348970e-01+8.946841e-04j
8.750000e+01+0.000000e+00j,1.185950e-02-4.218937e-04j,-1.301035e-02+1.204643e-03j,8.683375e-03-1.267562e-04j,-7.786132e-03+7.387484e-04j,-4.526996e-02+6.320882e-05j,4.437486e-02+1.159439e-03j,1.441252e-01+2.676252e-03j,-1.483331e-01-4.454249e-03j
8.828100e+01+0.000000e+00j,1.193026e-02+2.558403e-04j,-1.373779e-02+4.749331e-04j,8.612489e-03-2.277672e-04j,-6.559921e-03-5.059101e-04j,-4.681255e-02-2.042596e-04j,4.989753e-02-2.177003e-03j,1.481059e-01-4.990556e-03j,-1.522336e-01+4.145908e-03j
8.906300e+01+0.000000e+00j,1.146690e-02+4.714612e-05j,-1.208688e-02+1.645557e-04j,8.508242e-03-5.114438e-04j,-8.648103e-03-6.684720e-04j,-4.796379e-02+4.604335e-04j,4.622774e-02-1.546772e-04j,1.611668e-01+3.272686e-03j,-1.665046e-01-2.266861e-03j
8.984400e+01+0.000000e+00j,1.143758e-02+3.178824e-04j,-1.366995e-02+3.817379e-05j,8.225399e-03-2.660381e-04j,-9.699047e-03+1.067358e-03j,-5.043869e-02+9.156346e-04j,5.042141e-02-2.668948e-03j,1.668193e-01-3.199308e-03j,-1.735297e-01+3.241049e-03j
9.062500e+01+0.000000e+00j,1.137101e-02+4.522543e-04j,-1.150536e-02-7.379689e-04j,9.303676e-03-3.511505e-04j,-8.531412e-03-3.143237e-04j,-5.173121e-02+1.056516e-03j,5.321253e-02-3.955457e-04j,1.776767e-01-2.874919e-03j,-1.844425e-01+4.185586e-03j
9.140600e+01+0.000000e+00j,1.134793e-02+9.896222e-04j,-1.163945e-02-2.142539e-03j,9.491335e-03+7.086524e-05j,-8.842079e-03-6.384618e-04j,-5.379962e-02+3.849886e-04j,5.430784e-02-1.685725e-03j,2.003828e-01-9.115100e-03j,-2.093669e-01+1.108238e-02j
9.218800e+01+0.000000e+00j,1.176146e-02+6.048859e-04j,-1.139233e-02-1.279868e-03j,9.543762e-03-3.423316e-04j,-9.230280e-03-1.266032e-03j,-5.564971e-02+5.050746e-04j,5.509921e-02-1.400290e-03j,2.181394e-01-8.108224e-03j,-2.267672e-01+9.107910e-03j
9.296900e+01+0.000000e+00j,1.190443e-02-1.161044e-04j,-1.129665e-02+3.135708e-04j,9.926809e-03-1.471740e-04j,-1.049332e-02+4.508088e-04j,-5.824397e-02+1.901622e-03j,6.066509e-02-1.630635e-03j,2.234129e-01-8.380773e-03j,-2.314984e-01+8.650500e-03j
9.375000e+01+0.000000e+00j,1.145623e-02-4.219230e-04j,-1.316619e-02+2.183237e-04j,1.070946e-02-6.303697e-04j,-1.014239e-02+1.128690e-03j,-6.084686e-02+1.678351e-03j,6.229328e-02-3.051990e-03j,2.458492e-01-7.708941e-03j,-2.547800e-01+8.140320e-03j
9.453100e+01+0.000000e+00j,1.094778e-02-7.000692e-05j,-9.512828e-03+9.763435e-04j,1.126245e-02-8.024815e-04j,-1.066024e-02+1.498198e-03j,-6.510508e-02+1.727578e-03j,6.575820e-02-2.400441e-03j,2.747019e-01-2.424830e-02j,-2.867744e-01+2.791636e-02j
9.531300e+01+0.000000e+00j,1.106998e-02-2.584042e-04j,-1.190406e-02+3.761798e-04j,1.109271e-02-5.223234e-04j,-1.261360e-02+6.433918e-04j,-6.816029e-02+2.237291e-03j,6.964650e-02-2.224016e-03j,3.083547e-01-3.247414e-02j,-3.244985e-01+3.829208e-02j
9.609400e+01+0.000000e+00j,1.090867e-02+1.702664e-04j,-1.132588e-02+5.658171e-04j,1.177885e-02+5.986943e-05j,-1.392353e-02+1.142180e-04j,-7.090930e-02+2.017834e-03j,7.284386e-02-2.024916e-03j,3.587392e-01-2.211112e-02j,-3.766412e-01+2.931161e-02j
9.687500e+01+0.000000e+00j,1.053700e-02-1.368955e-07j,-9.178878e-03-9.614997e-04j,1.256718e-02-2.662073e-04j,-1.326462e-02+2.188809e-03j,-7.585853e-02+2.794864e-03j,7.748066e-02-3.058444e-03j,4.020482e-01-2.797011e-02j,-4.219014e-01+3.594719e-02j
9.765600e+01+0.000000e+00j,9.892182e-03-1.880864e-05j,-1.107151e-02+1.441868e-03j,1.481843e-02-2.157156e-04j,-1.452976e-02+7.080817e-04j,-8.222190e-02+3.144275e-03j,8.373379e-02-3.620023e-03j,4.660045e-01-5.534909e-02j,-4.873546e-01+6.788615e-02j
9.843800e+01+0.000000e+00j,9.968797e-03+5.323352e-04j,-1.282242e-02-4.410468e-04j,1.520155e-02-1.173972e-04j,-1.673227e-02+1.014596e-03j,-9.022946e-02+2.835575e-03j,9.292477e-02-3.346335e-03j,6.018482e-01-1.040719e-01j,-6.348221e-01+1.184597e-01j
9.921900e+01+0.000000e+00j,8.522912e-03-1.422924e-04j,-9.045202e-03+2.621352e-04j,1.669149e-02+7.863331e-04j,-1.735005e-02+2.035093e-03j,-9.994695e-02+3.822105e-03j,1.022446e-01-4.180744e-03j,7.892717e-01-1.774793e-01j,-8.383449e-01+1.981763e-01j
1.000000e+02+0.000000e+00j,6.219301e-03-3.794192e-03j,-9.176786e-03-7.415708e-04j,2.000532e-02+3.469831e-03j,-1.950482e-02-4.494384e-04j,-1.159798e-01+1.538505e-03j,1.165990e-01-7.954442e-03j,1.117574e+00-4.290413e-01j,-1.195485e+00+4.750163e-01j
1.007800e+02+0.000000e+00j,8.599598e-03+5.643134e-06j,-9.986642e-03-9.633634e-04j,2.004616e-02-9.778608e-04j,-2.217364e-02+1.690598e-03j,-1.298361e-01+1.145052e-02j,1.340953e-01-1.295845e-02j,1.445340e+00-1.606791e+00j,-1.553581e+00+1.807480e+00j
1.015600e+02+0.000000e+00j,6.421527e-03+2.553108e-04j,-6.779345e-03+3.766504e-04j,2.449615e-02-1.189148e-03j,-2.611659e-02+4.005730e-03j,-1.491154e-01+1.759619e-02j,1.564845e-01-1.954193e-02j,-6.479955e-01-1.527323e+00j,8.489055e-01+1.705622e+00j
1.023400e+02+0.000000e+00j,5.668792e-03+1.444746e-03j,-5.540508e-03-1.303596e-03j,2.928126e-02-2.705671e-03j,-3.133722e-02+3.892149e-03j,-1.826804e-01+2.655251e-02j,1.953748e-01-2.749534e-02j,-2.461909e-01-7.269220e-01j,4.451636e-01+7.533305e-01j
1.031300e+02+0.000000e+00j,2.592117e-03+1.827386e-03j,-3.266560e-03-1.483152e-03j,3.834973e-02-5.603849e-03j,-4.423252e-02+8.038411e-03j,-2.464575e-01+5.826010e-02j,2.674493e-01-6.747644e-02j,1.076047e-01-1.068998e+00j,8.101318e-02+9.839104e-01j
1.039100e+02+0.000000e+00j,-3.087238e-03+5.943185e-03j,3.469813e-03-5.999006e-03j,5.496513e-02-1.795688e-02j,-6.111642e-02+2.226872e-02j,-3.486265e-01+1.718479e-01j,3.835404e-01-2.025517e-01j,-1.087318e+00-1.347528e+00j,1.077631e+00+1.182807e+00j
1.046900e+02+0.000000e+00j,-6.043620e-03+2.853092e-02j,8.248156e-03-3.001430e-02j,6.358259e-02-8.702748e-02j,-6.876005e-02+1.103388e-01j,-1.063906e-01+6.237213e-01j,8.642027e-02-7.454272e-01j,-1.022204e+00-3.830001e-01j,9.839660e-01+3.419794e-01j
1.054700e+02+0.000000e+00j,2.212969e-02+1.391317e-02j,-2.303157e-02-1.616285e-02j,-2.261391e-02-4.300019e-02j,4.125839e-02+5.147863e-02j,1.243135e-01+1.790570e-01j,-2.133069e-01-2.021379e-01j,-7.041731e-01-1.674980e-01j,6.860771e-01+1.477211e-01j
1.062500e+02+0.000000e+00j,1.233714e-02+7.028989e-03j,-1.396550e-02-8.180409e-03j,7.075628e-03-2.274799e-02j,8.124235e-03+2.315511e-02j,-3.331821e-02+1.348345e-01j,-4.572375e-02-1.240730e-01j,-5.682991e-01-1.051228e-01j,5.607570e-01+9.525573e-02j
1.070300e+02+0.000000e+00j,1.922643e-03+1.678625e-02j,-2.470690e-03-1.741663e-02j,3.594148e-02-5.294391e-02j,-1.741987e-02+4.226377e-02j,-1.182145e-01+3.444913e-01j,3.876687e-02-2.682937e-01j,-4.756835e-01-6.085208e-02j,4.746393e-01+5.658219e-02j
1.078100e+02+0.000000e+00j,3.598505e-02+2.432617e-02j,-3.797442e-02-2.301625e-02j,-6.337769e-02-7.098376e-02j,5.522768e-02+5.312451e-02j,2.940551e-01+2.835990e-01j,-2.561282e-01-2.181364e-01j,-4.061388e-01-3.303389e-02j,4.059255e-01+3.076964e-02j
1.085900e+02+0.000000e+00j,2.941847e-02+4.870987e-03j,-3.069553e-02-4.691594e-03j,-4.390281e-02-1.472376e-02j,3.894862e-02+1.163034e-02j,2.154598e-01+8.153154e-02j,-1.896339e-01-6.614888e-02j,-3.521351e-01-2.030398e-02j,3.566896e-01+1.832502e-02j
1.093800e+02+0.000000e+00j,2.480715e-02+2.347762e-03j,-2.554553e-02-3.222622e-03j,-2.985978e-02-6.352340e-03j,2.707323e-02+6.565711e-03j,1.514944e-01+3.882387e-02j,-1.381191e-01-3.305749e-02j,-3.081857e-01-1.636708e-02j,3.139596e-01+1.254077e-02j
1.101600e+02+0.000000e+00j,2.200236e-02+1.161643e-03j,-2.319603e-02-6.803380e-04j,-2.172373e-02-3.219504e-03j,2.054835e-02+1.324589e-03j,1.173288e-01+1.618576e-02j,-1.052622e-01-1.408237e-02j,-2.641437e-01-2.506196e-02j,2.701965e-01+2.072265e-02j
1.109400e+02+0.000000e+00j,2.042490e-02+6.098362e-04j,-2.209163e-02-1.272401e-04j,-1.673194e-02-2.608185e-03j,1.680100e-02+1.444725e-03j,9.293634e-02+9.992571e-03j,-8.506833e-02-9.677272e-03j,-2.403295e-01-1.963200e-02j,2.486110e-01+1.825074e-02j
1.117200e+02+0.000000e+00j,1.881410e-02+6.692005e-04j,-2.059640e-02-1.541421e-03j,-1.266802e-02-1.170717e-03j,1.262023e-02+2.260052e-03j,7.685877e-02+9.632257e-03j,-7.009386e-02-6.811012e-03j,-2.214683e-01-1.013428e-02j,2.284068e-01+6.865540e-03j
1.125000e+02+0.000000e+00j,1.876850e-02+6.572142e-04j,-1.823903e-02+1.878220e-04j,-1.132710e-02-1.116620e-03j,1.105387e-02+6.156076e-04j,6.164186e-02+4.781071e-03j,-5.611618e-02-5.611031e-03j,-2.077275e-01-2.142991e-02j,2.160495e-01+1.703382e-02j
1.132800e+02+0.000000e+00j,1.788706e-02+2.632748e-04j,-1.858692e-02-3.893405e-04j,-9.158470e-03-9.173657e-04j,9.472488e-03+1.496685e-03j,5.048525e-02+5.472596e-03j,-4.736436e-02-6.134745e-03j,-1.994640e-01-1.871441e-02j,2.086188e-01+1.417830e-02j
1.140600e+02+0.000000e+00j,1.728368e-02-1.053581e-04j,-1.808492e-02+1.077610e-03j,-8.058316e-03-8.554960e-04j,8.177836e-03+1.218392e-03j,4.320968e-02+4.867743e-03j,-4.207953e-02-4.081449e-03j,-1.860887e-01-1.546278e-02j,1.981443e-01+9.248588e-03j
1.148400e+02+0.000000e+00j,1.712670e-02+5.333510e-04j,-1.858382e-02+8.108774e-05j,-6.614292e-03-2.957262e-04j,5.725728e-03+6.631273e-04j,3.790340e-02+2.936738e-03j,-3.399449e-02-3.584963e-03j,-1.729058e-01-2.184308e-02j,1.834692e-01+1.286900e-02j
1.156300e+02+0.000000e+00j,1.671264e-02+1.100068e-04j,-1.774280e-02+8.361161e-05j,-5.540127e-03-7.097067e-04j,6.801954e-03+2.426482e-03j,3.400119e-02+1.424002e-03j,-3.154394e-02-1.570350e-03j,-1.603442e-01-2.282036e-02j,1.695414e-01+1.301157e-02j
1.164100e+02+0.000000e+00j,1.629291e-02+4.074376e-04j,-1.702301e-02+3.684710e-04j,-5.130255e-03-5.972206e-04j,3.976060e-03+8.143600e-04j,2.886015e-02+1.498051e-03j,-2.609232e-02-1.180282e-03j,-1.578844e-01-2.690259e-02j,1.639039e-01+1.065693e-02j
1.171900e+02+0.000000e+00j,1.610161e-02+1.115804e-04j,-1.611769e-02+1.336444e-03j,-4.061997e-03-2.690855e-04j,4.033576e-03-1.042027e-03j,2.662420e-02+2.353245e-03j,-2.613832e-02-3.741094e-04j,-1.476950e-01-1.776845e-02j,1.499316e-01+2.919671e-03j
1.179700e+02+0.000000e+00j,1.636800e-02+2.560775e-04j,-1.906504e-02+1.069239e-03j,-3.609981e-03-3.056768e-04j,3.872943e-03+1.151852e-03j,2.333108e-02+1.313110e-03j,-2.224332e-02-6.213123e-04j,-1.477399e-01-2.060575e-02j,1.425266e-01+5.429482e-03j
1.187500e+02+0.000000e+00j,1.592801e-02+2.515603e-04j,-1.636927e-02+2.120186e-03j,-3.481279e-03-1.325203e-04j,3.077317e-03-6.940958e-05j,2.038890e-02+9.494621e-04j,-1.891801e-02-2.740699e-04j,-1.452622e-01-1.781023e-02j,1.379418e-01+6.813813e-03j
1.195300e+02+0.000000e+00j,1.572950e-02+5.747954e-04j,-1.609100e-02-1.797456e-04j,-2.614017e-03-3.080015e-04j,2.445482e-03-3.549005e-04j,1.791009e-02+2.472838e-03j,-1.768787e-02-1.737428e-03j,-1.436559e-01-1.216413e-02j,1.368633e-01+3.573853e-03j
1.203100e+02+0.000000e+00j,1.584875e-02+8.934413e-05j,-1.585473e-02+1.336933e-03j,-2.119410e-03+3.649429e-04j,3.203016e-03+2.092963e-03j,1.410187e-02+2.254791e-03j,-1.283217e-02-2.450189e-03j,-1.448159e-01-9.542507e-03j,1.389905e-01+3.710963e-03j
1.210900e+02+0.000000e+00j,1.535656e-02+5.663470e-04j,-1.673600e-02+1.596754e-03j,-1.844630e-03-4.660780e-04j,2.478650e-03+2.946310e-04j,1.182567e-02+2.347247e-04j,-1.156783e-02-6.305410e-04j,-1.360286e-01-1.225990e-02j,1.297999e-01+7.731997e-03j
1.218800e+02+0.000000e+00j,1.520748e-02+7.508203e-04j,-1.562266e-02+1.095183e-03j,-1.375410e-03+5.476131e-05j,1.369757e-03+6.167428e-04j,9.498987e-03+1.108950e-03j,-7.352599e-03-1.632725e-03j,-1.347277e-01-8.570780e-03j,1.293954e-01+6.327133e-03j
1.226600e+02+0.000000e+00j,1.510563e-02+5.028474e-04j,-1.650490e-02+7.061893e-04j,-1.021123e-03-5.317894e-04j,2.258278e-03+6.314573e-04j,9.259860e-03+4.502421e-04j,-8.980108e-03+1.118532e-03j,-1.234467e-01-7.593575e-03j,1.191877e-01+6.594143e-03j
1.234400e+02+0.000000e+00j,1.509385e-02-6.770122e-05j,-1.634422e-02+1.097043e-03j,-1.277761e-03-5.847348e-04j,7.353060e-04+8.593522e-04j,8.050533e-03+7.961006e-04j,-6.301595e-03+7.698855e-06j,-1.191486e-01-3.140826e-03j,1.161009e-01+1.452883e-03j
1.242200e+02+0.000000e+00j,1.526644e-02-2.179547e-04j,-1.665484e-02+3.721347e-04j,-3.097353e-04-2.389592e-04j,2.101211e-03+7.192415e-04j,6.094308e-03+1.698237e-03j,-5.416240e-03-1.493972e-04j,-1.173734e-01-2.930039e-03j,1.153200e-01+1.518499e-03j
1.250000e+02+0.000000e+00j,1.516210e-02+3.853558e-04j,-1.550634e-02+4.873065e-04j,1.271466e-04-5.064536e-04j,1.889468e-03+1.371570e-03j,4.619776e-03+2.053476e-03j,-4.499747e-03-1.060379e-03j,-1.147239e-01-1.922397e-03j,1.131751e-01+1.834128e-03j
1.257800e+02+0.000000e+00j,1.498620e-02+4.171103e-04j,-1.581444e-02+8.260321e-04j,-3.619249e-04-2.686912e-04j,1.125378e-03-1.512771e-04j,2.568448e-03-9.756543e-05j,-7.207158e-04+3.788658e-04j,-1.112676e-01-7.195352e-03j,1.102429e-01+6.250974e-03j
1.265600e+02+0.000000e+00j,1.465582e-02+1.863547e-04j,-1.428589e-02+5.485417e-05j,-2.962175e-04-2.154495e-05j,-5.058796e-04+4.752188e-04j,8.054870e-04+1.385467e-03j,-1.133935e-03-1.007108e-03j,-1.119871e-01-3.441081e-03j,1.107951e-01+2.347138e-03j
1.273400e+02+0.000000e+00j,1.466286e-02+3.033284e-04j,-1.681342e-02+1.252404e-03j,4.313499e-04-3.784569e-04j,-1.511000e-03+1.356695e-03j,7.050479e-04+1.356291e-03j,2.877077e-04-9.454743e-04j,-1.061848e-01-1.797848e-03j,1.044758e-01+1.723441e-03j
1.281300e+02+0.000000e+00j,1.490906e-02-1.674848e-04j,-1.580387e-02+4.027983e-04j,5.661038e-04-4.350464e-04j,-7.562749e-04-4.546087e-05j,-1.060334e-03+1.155126e-03j,7.296343e-04-1.813742e-03j,-1.068300e-01-3.581248e-03j,1.052587e-01+2.115903e-03j
1.289100e+02+0.000000e+00j,1.499506e-02-4.562021e-04j,-1.637301e-02+1.800379e-04j,5.227819e-04-3.945027e-04j,-5.217200e-04-1.164139e-03j,-1.619262e-03-1.102214e-05j,2.446408e-03+1.655097e-04j,-1.015551e-01-6.763082e-03j,1.010446e-01+6.900757e-03j
1.296900e+02+0.000000e+00j,1.424129e-02+2.779721e-04j,-1.488791e-02+1.234473e-03j,8.795898e-04+6.351426e-05j,-2.090436e-03+1.531649e-03j,-3.632016e-03+6.273582e-04j,3.444945e-03-2.236575e-03j,-1.043362e-01-5.084637e-03j,1.025771e-01+4.367585e-03j
1.304700e+02+0.000000e+00j,1.412298e-02-2.376239e-05j,-1.460209e-02+1.244140e-03j,1.429772e-03+2.865272e-04j,-1.363614e-03-4.938905e-04j,-3.408574e-03-5.502371e-04j,4.003582e-03+4.659071e-04j,-9.736682e-02-6.262301e-03j,9.710705e-02+5.897984e-03j
1.312500e+02+0.000000e+00j,1.460917e-02+6.359085e-04j,-1.532317e-02+1.642984e-03j,1.333400e-03-3.704363e-04j,-1.196742e-03+1.942670e-05j,-5.558935e-03+8.595751e-04j,7.573677e-03-4.286986e-04j,-1.002902e-01-5.484189e-03j,9.920879e-02+7.162371e-03j
1.320300e+02+0.000000e+00j,1.413102e-02+2.364616e-04j,-1.416917e-02+1.177367e-03j,1.130981e-03+1.625355e-04j,-1.228765e-03-5.542925e-04j,-5.619159e-03-6.203610e-04j,6.715099e-03-1.251360e-03j,-9.620104e-02-7.436047e-03j,9.613984e-02+8.603086e-03j
